질문 번호,구분,질문,정답 실습 단계,예측 실습 단계,G4 적용 단계,분류 점수,분류 margin,G4 적용,정답 텍스트,G3 텍스트 정답 순위,G4-oracle 텍스트 정답 순위,G4 텍스트 정답 순위,G4 텍스트 평가,G4 텍스트 평가 근거,정답 이미지,G3 이미지 정답 순위,G4-oracle 이미지 정답 순위,G4 이미지 정답 순위,G4 이미지 평가,G4 검색 이미지 Top-10
Q01,기존,로봇 케이블을 임의로 개조하거나 연장할 경우 발생할 수 있는 가장 큰 위험 두 가지는 무엇입니까?,안전/전원/케이블,설치/케이블 노이즈 대책,,0.5419,0.0279,X,화재가 발생하거나 컨트롤러가 고장 날 수 있음,2,2,2,O,"keyword:발생,컨트롤러,고장",page_403_img_0_0.jpeg,,6,,X,"1. page_104_img_0_0.jpeg | score=0.716 | stage=0.000 | 
Q69,추가,Remote Control 모듈의 필수 설정에서는 원격 제어를 위해 어떤 항목들을 설정해야 합니까?,원격 제어/필수 설정,원격 제어/필수 설정,원격 제어/필수 설정,0.6930,0.1788,O,모듈 및 태스크를 설정하고 안전 입력 신호를 설정해야 함,1,1,1,O,"page; keyword:모듈,태스크를,태스크,안전,신호를,신호; semantic_rank:1",page_251_img_2_0.jpeg,1,1,1,O,"1. page_251_img_2_0.jpeg | score=1.368 | stage=0.689 | page=1.00; keyword=remote control; section=remote control
2. page_252_img_0_0.jpeg | score=1.325 | stage=0.689 | page=1.00; keyword=remote control; section=remote control
3. page_251_img_1_0.jpeg | score=1.312 | stage=0.689 | page=1.00; keyword=remote control; section=remote control
4. page_249_img_0_0.jpeg | score=1.296 | stage=0.689 | page=1.00; keyword=remote control; section=remote control
5. page_256_img_0_0.jpeg | score=1.269 | stage=0.580 | page=1.00
6. page_249_img_2_0.jpeg | score=1.235 | stage=0.689 | page=1.00; keyword=remote control; section=remote control
7. page_257_img_0_0.jpeg | score=1.226 | stage=0.689 | page=1.00; keyword=remote control; section=remote control
8. page_258_img_0_0.jpeg | score=1.164 | stage=0.580 | page=1.00
9. page_259_img_1_0.jpeg | score=1.153 | stage=0.580 | page=1.00
10. page_252_img_2_0.jpeg | score=1.134 | stage=0.580 | page=1.00"
Q70,추가,I/O Overview에서 제어기 디지털 입력이 High 신호일 때와 Low 신호일 때 아이콘 색상은 각각 어떻게 표시됩니까?,상태 확인/I/O Overview,상태 확인/I/O Overview,상태 확인/I/O Overview,0.6458,0.1385,O,"High 신호는 연두색, Low 신호는 회색으로 표시됨",1,1,1,O,"page; keyword:high,신호,연두색,low,회색으로,회색; semantic_rank:2",page_336_img_0_0.jpeg,1,1,1,O,"1. page_336_img_0_0.jpeg | score=1.306 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
2. page_333_img_0_0.jpeg | score=1.287 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
3. page_335_img_1_0.jpeg | score=1.114 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
4. page_335_img_2_0.jpeg | score=1.096 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
5. page_334_img_0_0.jpeg | score=1.052 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
6. page_335_img_0_0.jpeg | score=1.047 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
7. page_332_img_0_0.jpeg | score=1.032 | stage=0.747 | page=1.00; keyword=i,o overview; section=i,o overview
8. page_338_img_0_0.jpeg | score=0.939 | stage=0.664 | page=1.00; keyword=i; section=i
9. page_142_img_0_0.jpeg | score=0.867 | stage=0.337 | keyword=i; section=i
10. page_139_img_0_0.jpeg | score=0.866 | stage=0.302 | keyword=i; section=i"
